001 t8 t8 t7 t7 t7 .	001 010 110 110 110 110
010 t7 t8 t7 t8 t7 .	010 001 010 001 010 001
110 t8 t7 t8 t8 t7 .	110 111 101 000 011 010
010 t8 t7 t7 t8 t8 .	010 110 110 110 111 100
101 t7 t7 t7 t8 t8 .	101 000 111 101 000 011
010 t8 t7 t8 t7 t8 .	010 110 110 111 101 000
110 t8 t7 t8 t8 t8 .	110 111 101 000 011 001
111 t8 t7 t8 t8 t8 .	111 100 011 001 010 110
010 t8 t8 t7 t7 t7 .	010 110 111 101 000 111
100 t8 t7 t8 t7 t7 .	100 101 000 011 010 001
111 t7 t8 t8 t7 t8 .	111 101 000 011 010 110
100 t8 t7 t7 t7 t8 .	100 101 000 111 101 000
011 t8 t8 t7 t8 t7 .	011 001 010 001 010 001
100 t8 t8 t7 t7 t7 .	100 101 000 111 101 000
010 t7 t7 t7 t8 t8 .	010 001 100 011 001 010
010 t7 t8 t7 t7 t7 .	010 001 010 001 100 011
100 t7 t8 t8 t7 t8 .	100 011 001 010 001 010
010 t7 t8 t7 t8 t8 .	010 001 010 001 010 110
110 t8 t8 t7 t8 t7 .	110 111 100 011 001 100
100 t7 t8 t7 t7 t7 .	100 011 001 100 011 010
010 t8 t7 t8 t8 t8 .	010 110 110 111 100 101
111 t8 t7 t7 t7 t8 .	111 100 011 010 001 010
101 t8 t7 t7 t8 t8 .	101 000 111 101 000 011
111 t8 t8 t7 t7 t7 .	111 100 101 000 111 101
011 t7 t7 t8 t7 t8 .	011 010 001 010 001 010
001 t8 t8 t7 t8 t8 .	001 010 110 110 111 100
111 t8 t8 t7 t8 t7 .	111 100 101 000 011 010
111 t8 t8 t8 t8 t8 .	111 100 101 000 011 001
010 t7 t7 t7 t7 t8 .	010 001 100 011 010 110
100 t7 t7 t8 t8 t8 .	100 011 010 110 111 100
001 t8 t8 t8 t7 t7 .	001 010 110 111 101 000
101 t8 t7 t7 t8 t7 .	101 000 111 101 000 111
110 t8 t7 t7 t8 t8 .	110 111 101 000 011 001
000 t8 t7 t8 t8 t8 .	000 011 010 110 111 100
110 t8 t8 t8 t8 t7 .	110 111 100 101 000 111
110 t7 t7 t8 t8 t7 .	110 110 110 111 100 011
100 t7 t8 t7 t8 t7 .	100 011 001 100 101 000
000 t7 t8 t7 t8 t7 .	000 111 100 011 001 100
010 t7 t7 t8 t7 t8 .	010 001 100 101 000 011
011 t7 t7 t7 t8 t8 .	011 010 001 100 101 000
101 t7 t8 t8 t8 t7 .	101 000 011 001 010 001
001 t7 t8 t8 t8 t8 .	001 100 101 000 011 001
010 t8 t7 t7 t7 t8 .	010 110 110 110 110 111
011 t7 t8 t8 t7 t7 .	011 010 110 111 101 000
011 t7 t7 t8 t7 t7 .	011 010 001 010 001 100
110 t7 t7 t8 t7 t7 .	110 110 110 111 101 000
110 t7 t8 t7 t8 t7 .	110 110 111 101 000 111
010 t8 t8 t7 t8 t8 .	010 110 111 101 000 011
111 t7 t7 t7 t7 t7 .	111 101 000 111 101 000
100 t7 t7 t7 t7 t7 .	100 011 010 001 100 011
100 t7 t8 t7 t7 t8 .	100 011 001 100 011 001
101 t7 t8 t8 t7 t7 .	101 000 011 001 100 011
110 t7 t7 t7 t8 t7 .	110 110 110 110 111 101
011 t8 t7 t7 t8 t8 .	011 001 100 011 001 010
111 t7 t8 t7 t7 t7 .	111 101 000 111 101 000
011 t8 t7 t8 t8 t8 .	011 001 100 101 000 011
111 t7 t7 t7 t8 t8 .	111 101 000 111 100 101
111 t8 t8 t7 t8 t8 .	111 100 101 000 011 001
101 t8 t7 t8 t8 t8 .	101 000 111 100 101 000
110 t8 t7 t7 t7 t8 .	110 111 101 000 111 100
011 t7 t8 t7 t7 t8 .	011 010 110 110 110 111
101 t7 t7 t7 t7 t8 .	101 000 111 101 000 011
001 t7 t8 t7 t7 t7 .	001 100 101 000 111 101
010 t7 t8 t8 t7 t8 .	010 001 010 110 110 111
100 t7 t8 t7 t8 t8 .	100 011 001 100 101 000
101 t8 t8 t8 t7 t8 .	101 000 011 001 100 101
100 t8 t7 t8 t8 t8 .	100 101 000 011 001 010
011 t8 t7 t7 t7 t7 .	011 001 100 011 010 001
110 t8 t8 t7 t7 t7 .	110 111 100 011 010 001
001 t8 t7 t7 t7 t7 .	001 010 001 100 011 010
101 t8 t8 t8 t8 t7 .	101 000 011 001 010 001
011 t8 t8 t8 t7 t7 .	011 001 010 110 110 110
010 t7 t8 t8 t7 t7 .	010 001 010 110 110 110
001 t7 t8 t8 t7 t8 .	001 100 101 000 111 100
010 t8 t7 t7 t8 t7 .	010 110 110 110 111 101
101 t7 t7 t8 t7 t7 .	101 000 111 100 011 010
011 t7 t8 t8 t8 t8 .	011 010 110 111 100 101
100 t7 t7 t7 t7 t8 .	100 011 010 001 100 101
101 t8 t7 t7 t7 t8 .	101 000 111 101 000 011
111 t8 t7 t8 t7 t8 .	111 100 011 001 100 101
101 t8 t8 t7 t8 t8 .	101 000 011 010 110 111
111 t7 t8 t8 t7 t7 .	111 101 000 011 010 001
001 t7 t7 t7 t8 t8 .	001 100 011 010 110 111
110 t8 t8 t8 t8 t8 .	110 111 100 101 000 011
100 t8 t8 t7 t7 t8 .	100 101 000 111 101 000
110 t7 t7 t7 t8 t8 .	110 110 110 110 111 100
000 t7 t7 t8 t7 t8 .	000 111 101 000 111 100
111 t8 t7 t7 t8 t8 .	111 100 011 010 110 111
001 t8 t7 t8 t7 t7 .	001 010 001 010 001 100
101 t8 t7 t8 t7 t8 .	101 000 111 100 011 001
010 t8 t8 t7 t7 t8 .	010 110 111 101 000 011
110 t8 t8 t8 t7 t8 .	110 111 100 101 000 011
010 t7 t8 t8 t8 t7 .	010 001 010 110 111 101
011 t7 t8 t7 t8 t8 .	011 010 110 110 111 100
001 t8 t8 t7 t8 t7 .	001 010 110 110 111 101
110 t7 t8 t8 t8 t8 .	110 110 111 100 101 000
111 t8 t8 t8 t7 t8 .	111 100 101 000 111 100
000 t7 t8 t8 t8 t8 .	000 111 100 101 000 011
001 t7 t8 t7 t8 t8 .	001 100 101 000 011 001
001 t8 t7 t7 t8 t8 .	001 010 001 100 101 000
010 t8 t8 t8 t8 t7 .	010 110 111 100 101 000
011 t8 t8 t7 t7 t8 .	011 001 010 001 100 101
100 t8 t8 t8 t8 t8 .	100 101 000 011 001 010
101 t8 t7 t7 t7 t7 .	101 000 111 101 000 111
001 t8 t7 t7 t8 t7 .	001 010 001 100 101 000
100 t7 t7 t7 t8 t8 .	100 011 010 001 010 110
